Timestamp,Events_or_Holidays,Day_of_Week,Total_Customers,Reservation_Number,Walkin_Number,Revenue
2021-01-01 11:00:00,New Year 2021,Friday,232,183,49,3838.3163176097487
2021-01-01 12:00:00,New Year 2021,Friday,110,12,98,1486.3970186583615
2021-01-01 13:00:00,New Year 2021,Friday,181,181,0,1851.1671839416583
2021-01-01 14:00:00,New Year 2021,Friday,29,28,1,541.3282998145652
2021-01-01 15:00:00,New Year 2021,Friday,177,67,110,2439.41651498238
2021-01-01 16:00:00,New Year 2021,Friday,67,67,0,1288.348567399091
2021-01-01 17:00:00,New Year 2021,Friday,74,4,70,1880.462068632392
2021-01-01 18:00:00,New Year 2021,Friday,199,159,40,1784.7739494009022
2021-01-01 19:00:00,New Year 2021,Friday,234,96,138,5482.123210062366
2021-01-01 20:00:00,New Year 2021,Friday,152,117,35,2810.5211184224654
2021-01-01 21:00:00,New Year 2021,Friday,11,8,3,181.16655111253345
2021-01-01 22:00:00,New Year 2021,Friday,25,2,23,596.736520267764
2021-01-02 11:00:00,,Saturday,74,23,51,1490.5473456975428
2021-01-02 12:00:00,,Saturday,197,169,28,4576.031328646202
2021-01-02 13:00:00,,Saturday,183,101,82,2475.9143835580617
2021-01-02 14:00:00,,Saturday,115,97,18,885.1048442513973
2021-01-02 15:00:00,,Saturday,217,9,208,5233.797550597705
2021-01-02 16:00:00,,Saturday,165,26,139,3843.078547395212
2021-01-02 17:00:00,,Saturday,146,50,96,3226.8919505478825
2021-01-02 18:00:00,,Saturday,189,113,76,3881.8874101569463
2021-01-02 19:00:00,,Saturday,54,42,12,754.9394242478328
2021-01-02 20:00:00,,Saturday,109,48,61,2917.3692662959843
2021-01-02 21:00:00,,Saturday,223,67,156,1928.367082862141
2021-01-02 22:00:00,,Saturday,67,39,28,1322.1512061350766
2021-01-03 11:00:00,,Sunday,199,62,137,5101.956121280911
2021-01-03 12:00:00,,Sunday,210,132,78,1440.5263583714623
2021-01-03 13:00:00,,Sunday,168,3,165,4049.2268482970776
2021-01-03 14:00:00,,Sunday,233,100,133,5554.307520602491
2021-01-03 15:00:00,,Sunday,140,109,31,3451.454366454223
2021-01-03 16:00:00,,Sunday,92,14,78,1754.4188522002212
2021-01-03 17:00:00,,Sunday,165,59,106,2356.291007095962
