Timestamp,Events_or_Holidays,Day_of_Week,Total_Customers,Reservation_Number,Walkin_Number,Revenue
2018-01-01 11:00:00,New Year 2018,Monday,180,169,11,1654.3172079235644
2018-01-01 12:00:00,New Year 2018,Monday,153,73,80,3141.5517429477604
2018-01-01 13:00:00,New Year 2018,Monday,237,142,95,2691.5368765651137
2018-01-01 14:00:00,New Year 2018,Monday,243,85,158,3938.897950436062
2018-01-01 15:00:00,New Year 2018,Monday,241,120,121,3937.2066940780787
2018-01-01 16:00:00,New Year 2018,Monday,106,37,69,1469.5557345937286
2018-01-01 17:00:00,New Year 2018,Monday,233,14,219,4118.759170768677
2018-01-01 18:00:00,New Year 2018,Monday,165,69,96,3307.6643329926364
2018-01-01 19:00:00,New Year 2018,Monday,115,102,13,1355.4634494525437
2018-01-01 20:00:00,New Year 2018,Monday,213,170,43,1475.502796046366
2018-01-01 21:00:00,New Year 2018,Monday,243,39,204,1658.2776438070903
2018-01-01 22:00:00,New Year 2018,Monday,42,19,23,395.0906611321387
2018-01-02 11:00:00,,Tuesday,203,43,160,4704.568845626664
2018-01-02 12:00:00,,Tuesday,139,72,67,2625.957745852782
2018-01-02 13:00:00,,Tuesday,194,37,157,2853.486098283303
2018-01-02 14:00:00,,Tuesday,32,23,9,714.2631332396026
2018-01-02 15:00:00,,Tuesday,66,40,26,934.4017819722526
2018-01-02 16:00:00,,Tuesday,88,12,76,1856.6240759324355
2018-01-02 17:00:00,,Tuesday,194,54,140,4620.0415889955675
2018-01-02 18:00:00,,Tuesday,177,83,94,1281.6954591435845
2018-01-02 19:00:00,,Tuesday,141,141,0,1605.5397926998485
2018-01-02 20:00:00,,Tuesday,197,156,41,5040.76411887119
2018-01-02 21:00:00,,Tuesday,23,19,4,504.55653160390887
2018-01-02 22:00:00,,Tuesday,28,3,25,309.73623978185583
2018-01-03 11:00:00,,Wednesday,190,162,28,4544.654104411764
2018-01-03 12:00:00,,Wednesday,246,199,47,5851.869710842862
2018-01-03 13:00:00,,Wednesday,159,46,113,1800.8219938546724
2018-01-03 14:00:00,,Wednesday,223,60,163,1896.111428522133
2018-01-03 15:00:00,,Wednesday,100,44,56,1189.1547529102147
2018-01-03 16:00:00,,Wednesday,57,54,3,665.9708581677014
2018-01-03 17:00:00,,Wednesday,206,187,19,3080.8121880329945
2018-01-03 18:00:00,,Wednesday,210,63,147,4468.614234576054
2018-01-03 19:00:00,,Wednesday,89,89,0,1830.7516586738502
2018-01-03 20:00:00,,Wednesday,203,97,106,3168.775637721625
2018-01-03 21:00:00,,Wednesday,35,4,31,701.6595208731032
2018-01-03 22:00:00,,Wednesday,30,13,17,431.57568485911656
2018-01-04 11:00:00,,Thursday,247,32,215,3888.1100790599385
2018-01-04 12:00:00,,Thursday,220,207,13,2260.5441812210297
2018-01-04 13:00:00,,Thursday,226,183,43,2141.517189533587
2018-01-04 14:00:00,,Thursday,174,75,99,1383.940084924616
2018-01-04 15:00:00,,Thursday,36,5,31,868.6344807352315
2018-01-04 16:00:00,,Thursday,101,69,32,727.7132411785963
2018-01-04 17:00:00,,Thursday,162,32,130,2246.1165311484083
2018-01-04 18:00:00,,Thursday,194,35,159,4200.890258200712
2018-01-04 19:00:00,,Thursday,206,72,134,2321.66038121601
2018-01-04 20:00:00,,Thursday,188,66,122,1445.3425117371294
2018-01-04 21:00:00,,Thursday,24,2,22,308.2948633303064
2018-01-04 22:00:00,,Thursday,72,3,69,1783.0746857964941
2018-01-05 11:00:00,,Friday,150,16,134,2103.3701379232652
