Timestamp,Events_or_Holidays,Day_of_Week,Total_Customers,Reservation_Number,Walkin_Number,Revenue
2021-01-01 11:00:00,New Year 2021,Friday,172,100,72,1661.2621546954513
2021-01-01 12:00:00,New Year 2021,Friday,159,21,138,1941.4207787583566
2021-01-01 13:00:00,New Year 2021,Friday,135,105,30,1574.583084768763
2021-01-01 14:00:00,New Year 2021,Friday,147,147,0,1129.1041841397205
2021-01-01 15:00:00,New Year 2021,Friday,182,93,89,2446.9753887577886
2021-01-01 16:00:00,New Year 2021,Friday,161,101,60,1490.1049062988218
2021-01-01 17:00:00,New Year 2021,Friday,176,114,62,4361.91109230888
2021-01-01 18:00:00,New Year 2021,Friday,197,138,59,1378.193735333786
2021-01-01 19:00:00,New Year 2021,Friday,98,31,67,672.9949402636987
2021-01-01 20:00:00,New Year 2021,Friday,250,108,142,4364.2118073513475
2021-01-01 21:00:00,New Year 2021,Friday,161,2,159,1175.3799699005378
2021-01-01 22:00:00,New Year 2021,Friday,121,60,61,852.4881664313823
2021-01-02 11:00:00,,Saturday,200,158,42,4504.12750344581
2021-01-02 12:00:00,,Saturday,17,11,6,367.4472196662838
2021-01-02 13:00:00,,Saturday,142,88,54,1898.5082279073958
2021-01-02 14:00:00,,Saturday,126,115,11,3304.6208406405312
2021-01-02 15:00:00,,Saturday,232,172,60,2885.1862151962005
2021-01-02 16:00:00,,Saturday,127,104,23,3334.5263614561745
2021-01-02 17:00:00,,Saturday,220,64,156,4816.98282824294
2021-01-02 18:00:00,,Saturday,250,70,180,5856.722072887618
2021-01-02 19:00:00,,Saturday,133,116,17,1221.964350433137
2021-01-02 20:00:00,,Saturday,136,38,98,1523.5381789949206
2021-01-02 21:00:00,,Saturday,83,66,17,2174.8176825910655
2021-01-02 22:00:00,,Saturday,34,12,22,451.02606538113554
2021-01-03 11:00:00,,Sunday,243,202,41,6214.622826736735
2021-01-03 12:00:00,,Sunday,157,83,74,1712.5365402399611
2021-01-03 13:00:00,,Sunday,200,108,92,4560.857947927172
2021-01-03 14:00:00,,Sunday,205,178,27,1848.8608239346072
2021-01-03 15:00:00,,Sunday,169,149,20,2815.38056068047
2021-01-03 16:00:00,,Sunday,229,167,62,4982.691417663007
2021-01-03 17:00:00,,Sunday,137,1,136,2995.994369752008
2021-01-03 18:00:00,,Sunday,215,157,58,2126.3884661049933
2021-01-03 19:00:00,,Sunday,209,29,180,5531.214221780559
2021-01-03 20:00:00,,Sunday,145,80,65,3485.508303543056
2021-01-03 21:00:00,,Sunday,84,18,66,581.6114968363461
2021-01-03 22:00:00,,Sunday,91,35,56,1232.3752032448754
2021-01-04 11:00:00,,Monday,202,198,4,3435.942165509644
2021-01-04 12:00:00,,Monday,201,30,171,4664.565312473943
2021-01-04 13:00:00,,Monday,14,2,12,152.810843941779
2021-01-04 14:00:00,,Monday,199,111,88,5212.077104965434
2021-01-04 15:00:00,,Monday,46,41,5,871.5989376622254
2021-01-04 16:00:00,,Monday,170,53,117,1510.0888190842047
2021-01-04 17:00:00,,Monday,66,44,22,589.7227639603681
2021-01-04 18:00:00,,Monday,205,57,148,3546.2791397241886
2021-01-04 19:00:00,,Monday,137,51,86,2541.3330166175383
2021-01-04 20:00:00,,Monday,232,9,223,2961.102489453241
2021-01-04 21:00:00,,Monday,222,160,62,4599.217371153691
2021-01-04 22:00:00,,Monday,104,36,68,2699.9679670399587
2021-01-05 11:00:00,,Tuesday,204,102,102,5324.474189212399
2021-01-05 12:00:00,,Tuesday,95,22,73,2443.7145161803046
2021-01-05 13:00:00,,Tuesday,15,10,5,174.36012427260425
2021-01-05 14:00:00,,Tuesday,205,96,109,4185.690330729924
2021-01-05 15:00:00,,Tuesday,148,36,112,3943.356052073872
2021-01-05 16:00:00,,Tuesday,90,76,14,1605.7394978806349
2021-01-05 17:00:00,,Tuesday,84,2,82,1315.3658159813338
2021-01-05 18:00:00,,Tuesday,129,25,104,2063.586327553601
2021-01-05 19:00:00,,Tuesday,196,24,172,3500.763141978608
2021-01-05 20:00:00,,Tuesday,223,83,140,3941.1699644251726
2021-01-05 21:00:00,,Tuesday,212,102,110,2748.455762902768
2021-01-05 22:00:00,,Tuesday,135,93,42,1307.9405816398803
2021-01-06 11:00:00,,Wednesday,204,133,71,3968.5958497316738
2021-01-06 12:00:00,,Wednesday,218,135,83,1718.7129141475014
2021-01-06 13:00:00,,Wednesday,240,106,134,1990.3543002929089
2021-01-06 14:00:00,,Wednesday,185,6,179,1980.6009725449887
2021-01-06 15:00:00,,Wednesday,226,63,163,5967.369242990431
2021-01-06 16:00:00,,Wednesday,225,65,160,1626.5460495462276
2021-01-06 17:00:00,,Wednesday,171,22,149,3710.172124381988
2021-01-06 18:00:00,,Wednesday,107,96,11,2161.942218220749
2021-01-06 19:00:00,,Wednesday,112,49,63,2636.129622705245
2021-01-06 20:00:00,,Wednesday,182,116,66,3870.3018330420987
2021-01-06 21:00:00,,Wednesday,197,122,75,4431.196197196029
2021-01-06 22:00:00,,Wednesday,249,85,164,3053.1169552522038
2021-01-07 11:00:00,,Thursday,9,2,7,98.05338361490783
2021-01-07 12:00:00,,Thursday,180,58,122,2045.9510510356795
2021-01-07 13:00:00,,Thursday,244,76,168,5713.372623062532
2021-01-07 14:00:00,,Thursday,142,111,31,1487.9259882860522
2021-01-07 15:00:00,,Thursday,178,66,112,3167.582831684341
2021-01-07 16:00:00,,Thursday,21,1,20,456.0896311811933
2021-01-07 17:00:00,,Thursday,147,132,15,1754.4983496177133
2021-01-07 18:00:00,,Thursday,74,32,42,867.2367146935028
2021-01-07 19:00:00,,Thursday,164,100,64,1379.0212464616402
2021-01-07 20:00:00,,Thursday,8,4,4,202.67525472773102
2021-01-07 21:00:00,,Thursday,168,94,74,4298.64770773766
2021-01-07 22:00:00,,Thursday,214,0,214,2349.855655234763
2021-01-08 11:00:00,,Friday,172,150,22,4309.040236971804
2021-01-08 12:00:00,,Friday,186,24,162,1398.0620009593583
2021-01-08 13:00:00,,Friday,40,6,34,450.22537909883636
2021-01-08 14:00:00,,Friday,161,129,32,1389.0245009291536
2021-01-08 15:00:00,,Friday,141,16,125,2423.543836692046
2021-01-08 16:00:00,,Friday,37,23,14,344.9538777322258
2021-01-08 17:00:00,,Friday,186,61,125,2268.4388007518633
2021-01-08 18:00:00,,Friday,229,82,147,4518.002307514497
2021-01-08 19:00:00,,Friday,203,37,166,5064.523148409641
2021-01-08 20:00:00,,Friday,163,80,83,1816.2923037958672
2021-01-08 21:00:00,,Friday,201,191,10,1864.124047585113
2021-01-08 22:00:00,,Friday,180,88,92,2813.8883548489935
2021-01-09 11:00:00,,Saturday,185,183,2,2555.616218347012
2021-01-09 12:00:00,,Saturday,142,28,114,2011.404203950122
2021-01-09 13:00:00,,Saturday,175,121,54,2567.403181066372
2021-01-09 14:00:00,,Saturday,200,50,150,3799.424099007749
2021-01-09 15:00:00,,Saturday,151,97,54,2865.036828613173
2021-01-09 16:00:00,,Saturday,158,112,46,1486.3631176973965
2021-01-09 17:00:00,,Saturday,164,97,67,1937.712651643428
2021-01-09 18:00:00,,Saturday,105,20,85,1349.6847811311245
2021-01-09 19:00:00,,Saturday,28,13,15,433.7091238054067
2021-01-09 20:00:00,,Saturday,165,107,58,3393.190756412015
2021-01-09 21:00:00,,Saturday,96,96,0,716.8410967480573
2021-01-09 22:00:00,,Saturday,201,151,50,3732.8701135821075
2021-01-10 11:00:00,,Sunday,5,3,2,111.91652773795192
2021-01-10 12:00:00,,Sunday,178,96,82,1413.1211594037286
2021-01-10 13:00:00,,Sunday,228,150,78,1761.25868280943
2021-01-10 14:00:00,,Sunday,135,115,20,2307.373278142258
2021-01-10 15:00:00,,Sunday,168,79,89,2994.7638450252043
2021-01-10 16:00:00,,Sunday,241,14,227,2024.5595336803815
2021-01-10 17:00:00,,Sunday,127,64,63,1564.1878586047167
2021-01-10 18:00:00,,Sunday,121,30,91,2565.5256486920007
2021-01-10 19:00:00,,Sunday,245,208,37,4731.288470944016
2021-01-10 20:00:00,,Sunday,241,186,55,3089.585203621044
2021-01-10 21:00:00,,Sunday,237,206,31,3509.0043236562847
2021-01-10 22:00:00,,Sunday,188,103,85,3379.459968347093
2021-01-11 11:00:00,,Monday,201,109,92,4632.9112886970215
2021-01-11 12:00:00,,Monday,241,171,70,2201.8161333758167
2021-01-11 13:00:00,,Monday,164,125,39,3755.1496091555837
2021-01-11 14:00:00,,Monday,127,20,107,1338.7374316222324
2021-01-11 15:00:00,,Monday,44,24,20,1078.7982298011218
2021-01-11 16:00:00,,Monday,150,134,16,2110.079544937562
2021-01-11 17:00:00,,Monday,172,162,10,3742.300045812585
2021-01-11 18:00:00,,Monday,73,15,58,1714.5717910124813
2021-01-11 19:00:00,,Monday,225,162,63,5652.215692992513
2021-01-11 20:00:00,,Monday,194,14,180,4683.5768120337025
2021-01-11 21:00:00,,Monday,243,112,131,2968.178994508521
2021-01-11 22:00:00,,Monday,200,134,66,1369.1007601620317
2021-01-12 11:00:00,,Tuesday,191,59,132,1589.8342683770734
2021-01-12 12:00:00,,Tuesday,169,0,169,1395.3890344749482
2021-01-12 13:00:00,,Tuesday,31,18,13,370.865537270001
2021-01-12 14:00:00,,Tuesday,250,145,105,2468.6172477527803
2021-01-12 15:00:00,,Tuesday,114,55,59,2610.1891893686916
2021-01-12 16:00:00,,Tuesday,145,28,117,3158.9195963308116
2021-01-12 17:00:00,,Tuesday,189,185,4,4885.345811099997
2021-01-12 18:00:00,,Tuesday,233,35,198,3663.819150892303
2021-01-12 19:00:00,,Tuesday,165,7,158,4171.704813489245
2021-01-12 20:00:00,,Tuesday,226,77,149,3664.8738431237875
2021-01-12 21:00:00,,Tuesday,149,3,146,3694.2235869570395
2021-01-12 22:00:00,,Tuesday,213,192,21,1928.2245018576778
2021-01-13 11:00:00,,Wednesday,184,175,9,3517.307197339501
2021-01-13 12:00:00,,Wednesday,59,38,21,1319.1272680182183
