ds,yhat
2023-10-07 11:00:00,207.11330392550974
2023-10-07 12:00:00,190.07717726617318
2023-10-07 13:00:00,211.55828198341905
2023-10-07 14:00:00,174.58427556735094
2023-10-07 15:00:00,114.11119167095785
2023-10-07 16:00:00,104.6279248200596
2023-10-07 17:00:00,158.86758981743
2023-10-07 18:00:00,216.1774209914168
2023-10-07 19:00:00,218.93490381493942
2023-10-07 20:00:00,175.61060832317645
2023-10-07 21:00:00,130.407571490851
2023-10-07 22:00:00,75.325928643495
2023-10-08 11:00:00,204.18623986803888
2023-10-08 12:00:00,198.86474616792998
2023-10-08 13:00:00,218.8204686382054
2023-10-08 14:00:00,180.27143604668305
2023-10-08 15:00:00,118.18469092033747
2023-10-08 16:00:00,107.06049423867893
2023-10-08 17:00:00,159.64357583070347
2023-10-08 18:00:00,215.29292226301476
2023-10-08 19:00:00,216.39779529524975
2023-10-08 20:00:00,171.44045223168732
2023-10-08 21:00:00,124.63541620886157
2023-10-08 22:00:00,67.99399784017504
2023-10-09 11:00:00,184.35874379175692
2023-10-09 12:00:00,178.85619121338183
2023-10-09 13:00:00,198.74811886190662
2023-10-09 14:00:00,160.24958188374683
2023-10-09 15:00:00,98.32369963716413
2023-10-09 16:00:00,87.46591630137931
2023-10-09 17:00:00,140.41531621876783
2023-10-09 18:00:00,196.52448464658644
2023-10-09 19:00:00,198.17560653568017
2023-10-09 20:00:00,153.84327298194927
2023-10-09 21:00:00,107.73384293307677
2023-10-09 22:00:00,51.850060256001115
2023-10-10 11:00:00,179.6843023608807
2023-10-10 12:00:00,174.912834951649
2023-10-10 13:00:00,195.48487717736205
2023-10-10 14:00:00,157.6123635015991
2023-10-10 15:00:00,96.2560782587978
2023-10-10 16:00:00,85.9099158854927
2023-10-10 17:00:00,139.31218612164605
2023-10-10 18:00:00,195.81545529409766
2023-10-10 19:00:00,197.80261648475624
2023-10-10 20:00:00,153.7496590825458
2023-10-10 21:00:00,107.8649854925762
2023-10-10 22:00:00,52.15397619976275
2023-10-11 11:00:00,179.37239491147466
2023-10-11 12:00:00,174.49401823024886
2023-10-11 13:00:00,194.9711862668846
2023-10-11 14:00:00,157.0186293908846
2023-10-11 15:00:00,95.59944736871029
2023-10-11 16:00:00,85.20934655956495
2023-10-11 17:00:00,138.58793008408662
2023-10-11 18:00:00,195.0885325206874
2023-10-11 19:00:00,197.09429194620557
2023-10-11 20:00:00,153.0809296129416
2023-10-11 21:00:00,107.25608486785015
2023-10-11 22:00:00,51.62390619409892
2023-10-12 11:00:00,180.45770769821593
2023-10-12 12:00:00,175.64405203663057
2023-10-12 13:00:00,196.16417391803674
2023-10-12 14:00:00,158.23130747041597
2023-10-12 15:00:00,96.80751356528918
2023-10-12 16:00:00,86.38794968662475
2023-10-12 17:00:00,139.71218547873892
2023-10-12 18:00:00,196.13405514086634
2023-10-12 19:00:00,198.0377386708111
2023-10-12 20:00:00,153.90054263899344
2023-10-12 21:00:00,107.93222757785884
2023-10-12 22:00:00,52.13958311488723
2023-10-13 11:00:00,179.24649674978403
2023-10-13 12:00:00,174.5008659368786
2023-10-13 13:00:00,195.14147857934884
2023-10-13 14:00:00,157.38510291103583
2023-10-13 15:00:00,96.19678330674219
2023-10-13 16:00:00,86.07404937840982
2023-10-13 17:00:00,139.75817717714799
2023-10-13 18:00:00,196.6039943515612
2023-10-13 19:00:00,198.99592219360827
2023-10-13 20:00:00,155.41072573468392
2023-10-13 21:00:00,110.0568196973506
2023-10-13 22:00:00,54.938831425937806
