ds,yhat
2023-12-25 11:00:00,197.59266175139942
2023-12-25 12:00:00,178.91028418425316
2023-12-25 13:00:00,198.8022118122991
2023-12-25 14:00:00,160.3036748500613
2023-12-25 15:00:00,98.37779260091534
2023-12-25 16:00:00,87.52000925033393
2023-12-25 17:00:00,140.46940916586038
2023-12-25 18:00:00,196.5785776092298
2023-12-25 19:00:00,198.22969949694016
2023-12-25 20:00:00,153.89736592972102
2023-12-25 21:00:00,107.78793590059927
2023-12-25 22:00:00,51.90415320790562
2023-12-26 11:00:00,179.73839531363933
2023-12-26 12:00:00,174.96692791559138
2023-12-26 13:00:00,195.5389701191204
2023-12-26 14:00:00,157.66645644408692
2023-12-26 15:00:00,96.31017120893468
2023-12-26 16:00:00,85.96400883710595
2023-12-26 17:00:00,139.36627905510434
2023-12-26 18:00:00,195.86954823294508
2023-12-26 19:00:00,197.85670943237875
2023-12-26 20:00:00,153.80375201672263
2023-12-26 21:00:00,107.91907842534049
2023-12-26 22:00:00,52.20806913807641
2023-12-27 11:00:00,179.42648784840472
2023-12-27 12:00:00,174.54811117386208
2023-12-27 13:00:00,195.02527921117425
2023-12-27 14:00:00,157.07272231881385
2023-12-27 15:00:00,95.65354030101861
2023-12-27 16:00:00,85.2634395009802
2023-12-27 17:00:00,138.64202302356324
2023-12-27 18:00:00,195.14262544526272
2023-12-27 19:00:00,197.14838487359313
2023-12-27 20:00:00,153.13502253346894
2023-12-27 21:00:00,107.31017778993937
2023-12-27 22:00:00,51.67799911649328
2023-12-28 11:00:00,180.5118006237263
2023-12-28 12:00:00,175.69814494689842
2023-12-28 13:00:00,196.21826684871021
2023-12-28 14:00:00,158.28540039585417
2023-12-28 15:00:00,96.86160648817335
2023-12-28 16:00:00,86.44204259469905
2023-12-28 17:00:00,139.76627840607983
2023-12-28 18:00:00,196.188148052459
2023-12-28 19:00:00,198.09183158444188
2023-12-28 20:00:00,153.9546355479987
2023-12-28 21:00:00,107.98632050450067
2023-12-28 22:00:00,52.19367602592757
2023-12-29 11:00:00,179.3005896549284
2023-12-29 12:00:00,174.5549588335312
2023-12-29 13:00:00,195.1955714802043
2023-12-29 14:00:00,157.43919582282567
2023-12-29 15:00:00,96.25087620925666
2023-12-29 16:00:00,86.12814227283796
2023-12-29 17:00:00,139.81227009087527
2023-12-29 18:00:00,196.65808725972175
2023-12-29 19:00:00,199.05001509361762
2023-12-29 20:00:00,155.46481864766048
2023-12-29 21:00:00,110.1109126103449
2023-12-29 22:00:00,54.9929243335244
2023-12-30 11:00:00,193.9924894040326
2023-12-30 12:00:00,190.13618774865108
2023-12-30 13:00:00,211.61729245851183
2023-12-30 14:00:00,174.64328604515788
2023-12-30 15:00:00,114.17020214134612
2023-12-30 16:00:00,104.68693531951895
2023-12-30 17:00:00,158.9266002997969
2023-12-30 18:00:00,216.23643147078093
2023-12-30 19:00:00,218.99391429028873
2023-12-30 20:00:00,175.669618814446
2023-12-30 21:00:00,130.4665819613201
2023-12-30 22:00:00,75.38493912676064
2023-12-31 11:00:00,204.24525033377773
2023-12-31 12:00:00,198.9237566287523
2023-12-31 13:00:00,218.87947909843757
2023-12-31 14:00:00,180.33044650965348
2023-12-31 15:00:00,118.2437013799922
2023-12-31 16:00:00,107.1195047069587
2023-12-31 17:00:00,159.7025862967219
2023-12-31 18:00:00,215.35193272762598
2023-12-31 19:00:00,216.45680575565916
2023-12-31 20:00:00,171.49946269043366
2023-12-31 21:00:00,124.69442666740318
2023-12-31 22:00:00,68.0530083085826
