Timestamp,Events_or_Holidays,Day_of_Week,Total_Customers,Reservation_Number,Walkin_Number,Revenue
2018-01-01 11:00:00,New Year 2018,Monday,185,157,28,1381.6176140232049
2018-01-01 12:00:00,New Year 2018,Monday,157,31,126,3858.4329283626075
2018-01-01 13:00:00,New Year 2018,Monday,250,35,215,3967.2535984723477
2018-01-01 14:00:00,New Year 2018,Monday,196,92,104,2899.4960391516006
2018-01-01 15:00:00,New Year 2018,Monday,184,40,144,3027.526974712439
2018-01-01 16:00:00,New Year 2018,Monday,41,7,34,286.90475112936014
2018-01-01 17:00:00,New Year 2018,Monday,162,100,62,4285.631467773133
2018-01-01 18:00:00,New Year 2018,Monday,180,99,81,2444.4192640483593
2018-01-01 19:00:00,New Year 2018,Monday,175,75,100,3564.1934563278546
2018-01-01 20:00:00,New Year 2018,Monday,114,86,28,1188.217641393054
2018-01-01 21:00:00,New Year 2018,Monday,173,3,170,4348.8423075263145
2018-01-01 22:00:00,New Year 2018,Monday,77,29,48,539.9332755120128
2018-01-02 11:00:00,,Tuesday,181,38,143,2416.777988077487
2018-01-02 12:00:00,,Tuesday,155,3,152,3745.2171766080155
2018-01-02 13:00:00,,Tuesday,185,155,30,3296.1977593743113
2018-01-02 14:00:00,,Tuesday,161,119,42,3938.8361776789425
2018-01-02 15:00:00,,Tuesday,30,23,7,215.52820972848042
2018-01-02 16:00:00,,Tuesday,118,110,8,1914.0902477494585
2018-01-02 17:00:00,,Tuesday,235,115,120,2679.310062822975
2018-01-02 18:00:00,,Tuesday,183,26,157,4629.376054345647
2018-01-02 19:00:00,,Tuesday,224,83,141,3416.433001772556
2018-01-02 20:00:00,,Tuesday,232,190,42,5378.718234097446
2018-01-02 21:00:00,,Tuesday,54,43,11,1060.7530169296726
2018-01-02 22:00:00,,Tuesday,0,0,0,0.0
2018-01-03 11:00:00,,Wednesday,249,169,80,6444.5773105549415
2018-01-03 12:00:00,,Wednesday,179,138,41,1565.9394947516485
2018-01-03 13:00:00,,Wednesday,163,77,86,2485.411277947757
2018-01-03 14:00:00,,Wednesday,132,63,69,2271.242887344953
2018-01-03 15:00:00,,Wednesday,62,18,44,675.5992521255341
2018-01-03 16:00:00,,Wednesday,54,54,0,507.7116035977834
2018-01-03 17:00:00,,Wednesday,211,55,156,3350.378059306119
2018-01-03 18:00:00,,Wednesday,137,1,136,3549.533712346925
2018-01-03 19:00:00,,Wednesday,151,134,17,2246.64890081978
2018-01-03 20:00:00,,Wednesday,181,27,154,4691.977066049864
2018-01-03 21:00:00,,Wednesday,46,31,15,407.05030912106304
2018-01-03 22:00:00,,Wednesday,20,18,2,299.9367142924401
2018-01-04 11:00:00,,Thursday,181,127,54,4351.765688375243
2018-01-04 12:00:00,,Thursday,212,161,51,2206.793112278838
2018-01-04 13:00:00,,Thursday,174,165,9,2473.2445739575714
2018-01-04 14:00:00,,Thursday,165,135,30,1844.4203420033928
2018-01-04 15:00:00,,Thursday,0,0,0,0.0
2018-01-04 16:00:00,,Thursday,78,69,9,1736.785396006378
2018-01-04 17:00:00,,Thursday,230,113,117,5767.857979879316
2018-01-04 18:00:00,,Thursday,207,79,128,4260.433314019698
2018-01-04 19:00:00,,Thursday,210,71,139,3120.40946760255
2018-01-04 20:00:00,,Thursday,180,65,115,1254.9472059939553
