Timestamp,Events_or_Holidays,Day_of_Week,Total_Customers,Reservation_Number,Walkin_Number,Revenue
2021-01-01 11:00:00,New Year 2021,Friday,176,136,40,4396.2393731082975
2021-01-01 12:00:00,New Year 2021,Friday,200,54,146,3379.5439434760497
2021-01-01 13:00:00,New Year 2021,Friday,229,39,190,1904.1844954005871
2021-01-01 14:00:00,New Year 2021,Friday,207,122,85,4126.282120148145
2021-01-01 15:00:00,New Year 2021,Friday,165,5,160,2918.920891316991
2021-01-01 16:00:00,New Year 2021,Friday,22,2,20,371.50848144656857
2021-01-01 17:00:00,New Year 2021,Friday,164,113,51,1919.1185027246358
2021-01-01 18:00:00,New Year 2021,Friday,165,89,76,3437.600508740526
2021-01-01 19:00:00,New Year 2021,Friday,185,68,117,1990.381251810381
2021-01-01 20:00:00,New Year 2021,Friday,193,137,56,3262.870033818543
2021-01-01 21:00:00,New Year 2021,Friday,209,102,107,4368.208364954956
2021-01-01 22:00:00,New Year 2021,Friday,71,53,18,1890.3011013101993
2021-01-02 11:00:00,,Saturday,131,126,5,3076.8124054931154
2021-01-02 12:00:00,,Saturday,154,18,136,1342.907286617747
2021-01-02 13:00:00,,Saturday,178,139,39,4187.234905889978
2021-01-02 14:00:00,,Saturday,196,57,139,4600.548004306272
2021-01-02 15:00:00,,Saturday,227,166,61,2696.879309967756
2021-01-02 16:00:00,,Saturday,52,2,50,517.0881031712089
2021-01-02 17:00:00,,Saturday,161,130,31,4164.479921751108
2021-01-02 18:00:00,,Saturday,182,64,118,2369.5186701272914
2021-01-02 19:00:00,,Saturday,203,150,53,3644.7638952611383
2021-01-02 20:00:00,,Saturday,183,165,18,3648.3856478359908
2021-01-02 21:00:00,,Saturday,218,216,2,2635.539634719495
2021-01-02 22:00:00,,Saturday,84,24,60,2120.372158356479
2021-01-03 11:00:00,,Sunday,202,188,14,4371.052991997775
2021-01-03 12:00:00,,Sunday,157,121,36,2876.32320970341
2021-01-03 13:00:00,,Sunday,170,133,37,1743.383676937286
2021-01-03 14:00:00,,Sunday,136,61,75,3624.9643425005606
2021-01-03 15:00:00,,Sunday,160,30,130,3735.154513939985
2021-01-03 16:00:00,,Sunday,53,52,1,783.1319728447817
2021-01-03 17:00:00,,Sunday,150,99,51,2567.668518490918
2021-01-03 18:00:00,,Sunday,190,80,110,3430.4352753362896
2021-01-03 19:00:00,,Sunday,160,114,46,3778.0978444852867
2021-01-03 20:00:00,,Sunday,185,68,117,3039.9473374124054
2021-01-03 21:00:00,,Sunday,173,109,64,2074.477214155099
2021-01-03 22:00:00,,Sunday,64,24,40,1638.1114137615739
2021-01-04 11:00:00,,Monday,152,143,9,3046.2331269402134
2021-01-04 12:00:00,,Monday,159,89,70,4009.330382127057
2021-01-04 13:00:00,,Monday,223,149,74,3591.8624386863694
2021-01-04 14:00:00,,Monday,220,169,51,3208.5027918265414
2021-01-04 15:00:00,,Monday,39,17,22,560.9853178735239
2021-01-04 16:00:00,,Monday,72,30,42,1668.612863776203
2021-01-04 17:00:00,,Monday,143,93,50,1310.774056374448
2021-01-04 18:00:00,,Monday,172,138,34,2214.8874720923914
2021-01-04 19:00:00,,Monday,212,6,206,4782.0168126587905
2021-01-04 20:00:00,,Monday,157,93,64,1939.0791128971014
2021-01-04 21:00:00,,Monday,51,36,15,955.8344572746962
2021-01-04 22:00:00,,Monday,70,14,56,903.8775423367413
2021-01-05 11:00:00,,Tuesday,153,83,70,3426.1808530306484
2021-01-05 12:00:00,,Tuesday,241,106,135,3371.797489799227
2021-01-05 13:00:00,,Tuesday,193,170,23,2715.300849049696
2021-01-05 14:00:00,,Tuesday,131,62,69,1316.114044932876
2021-01-05 15:00:00,,Tuesday,42,40,2,871.5099254716628
2021-01-05 16:00:00,,Tuesday,62,45,17,1331.5995820550227
2021-01-05 17:00:00,,Tuesday,225,142,83,2026.7900931568543
2021-01-05 18:00:00,,Tuesday,207,151,56,2259.5865185153757
2021-01-05 19:00:00,,Tuesday,153,122,31,1040.8854999304274
